country_name,hdi_category,indicator_name,values
Jamaica,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,2.29
Cape Verde,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.04
El Salvador,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.23
Algeria,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.37
Viet Nam,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.71
Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.04
Indonesia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.79
Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Nicaragua,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.11
Moldova,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.48
Egypt,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.80
Mongolia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.62
Honduras,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.46
Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.25
Bolivia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Guatemala,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.72
Gabon,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Vanuatu,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.58
South Africa,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.22
Tajikistan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.35
Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Botswana,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.00
Namibia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.15
Morocco,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.85
Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.43
India,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.70
Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.72
Cambodia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.46
Myanmar,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Bhutan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Comoros,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.77
Ghana,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.56
Pakistan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.88
Mauritania,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.33
Lesotho,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.27
Congo,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.19
Bangladesh,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.53
Swaziland,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.06
Nepal,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.40
Madagascar,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.89
Cameroon,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.66
Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Haiti,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Sudan,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Kenya,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.60
Djibouti,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.73
Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,1.48
Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.63
Togo,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.20
Yemen,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.37
Uganda,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.62
Gambia,MEDIUM HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.23
Senegal,LOW HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,..
Eritrea,LOW HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.15
Nigeria,LOW HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.55
Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.48
Guinea,LOW HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.24
Rwanda,LOW HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.62
Angola,LOW HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.66
Benin,LOW HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.25
Malawi,LOW HUMAN DEVELOPMENT,Gross_tert_enr_rat_femrate_malrate,0.54
Zambia,,Gross_tert_enr_rat_femrate_malrate,..
Côte d'Ivoire,,Gross_tert_enr_rat_femrate_malrate,..
Burundi,,Gross_tert_enr_rat_femrate_malrate,0.38
Congo (Democratic Republic of the),,Gross_tert_enr_rat_femrate_malrate,..
Ethiopia,,Gross_tert_enr_rat_femrate_malrate,0.32
Chad,,Gross_tert_enr_rat_femrate_malrate,0.14
Central African Republic,,Gross_tert_enr_rat_femrate_malrate,..
Mozambique,,Gross_tert_enr_rat_femrate_malrate,0.49
Mali,,Gross_tert_enr_rat_femrate_malrate,0.47
Niger,,Gross_tert_enr_rat_femrate_malrate,0.45
Guinea-Bissau,,Gross_tert_enr_rat_femrate_malrate,0.18
Burkina Faso,,Gross_tert_enr_rat_femrate_malrate,0.45
Sierra Leone,,Gross_tert_enr_rat_femrate_malrate,0.40
